Protein,CRC01-N,CRC01-T,CRC02-N_fixed
ODAPH,12.0,10.0,17.0
ODC1,25.0,31.0,36.0
ODF1,17.0,16.0,21.0
ODF2,119.0,129.0,193.0
ODF2L,110.0,108.0,144.0
ODF4,36.0,36.0,46.0
ODR4,35.0,34.0,44.0
OFCC1,21.0,25.0,29.0
OFD1,141.0,145.0,214.0
OGA,84.0,78.0,113.0
OGDH,88.0,91.0,136.0
OGDHL,101.0,90.0,132.0
OGFOD1,50.0,57.0,56.0
OGFOD2,20.0,24.0,28.0
OGFOD3,29.0,26.0,47.0
OGFR,49.0,58.0,83.0
OGFRL1,72.0,80.0,98.0
OGG1,37.0,40.0,50.0
OGN,38.0,37.0,39.0
OGT,94.0,84.0,137.0
OIP5,18.0,22.0,21.0
OIT3,72.0,78.0,86.0
OLA1,62.0,60.0,77.0
OLAH,24.0,26.0,42.0
OLFM1,53.0,60.0,69.0
OLFM2,30.0,29.0,47.0
OLFM3,28.0,27.0,52.0
OLFM4,45.0,38.0,62.0
OLFML1,42.0,45.0,63.0
OLFML2A,36.0,38.0,72.0
OLFML2B,52.0,62.0,61.0
OLFML3,25.0,30.0,33.0
OLIG1,27.0,27.0,38.0
OLIG2,26.0,28.0,24.0
OLIG3,27.0,24.0,36.0
OLR1,13.0,12.0,26.0
OMA1,88.0,83.0,121.0
OMD,24.0,29.0,31.0
OMG,33.0,40.0,50.0
OMP,20.0,15.0,33.0
ONECUT1,17.0,19.0,18.0
ONECUT2,20.0,16.0,28.0
ONECUT3,10.0,16.0,19.0
OOEP,13.0,13.0,24.0
OOSP1,6.0,5.0,6.0
OOSP2,17.0,20.0,25.0
OOSP3,2.0,4.0,7.0
OOSP4A,7.0,5.0,9.0
OOSP4B,21.0,22.0,27.0
OPA1,156.0,156.0,202.0
OPA3,18.0,17.0,22.0
OPALIN,15.0,14.0,19.0
OPCML,32.0,40.0,43.0
OPHN1,118.0,124.0,160.0
OPLAH,103.0,113.0,148.0
OPN1LW,21.0,25.0,30.0
OPN1SW,25.0,26.0,27.0
OPN3,28.0,25.0,35.0
OPN4,22.0,16.0,33.0
OPN5,29.0,33.0,35.0
OPRD1,5.0,6.0,9.0
OPRK1,7.0,8.0,11.0
OPRL1,7.0,7.0,7.0
OPRM1,3.0,6.0,5.0
OPRPN,11.0,14.0,21.0
OPTC,20.0,28.0,32.0
OPTN,74.0,64.0,103.0
OR10A2,3.0,5.0,9.0
OR10A3,5.0,9.0,12.0
OR10A4,7.0,9.0,7.0
OR10A5,6.0,9.0,13.0
OR10A6,2.0,5.0,6.0
OR10A7,11.0,12.0,13.0
OR10AC1,6.0,11.0,11.0
OR10AD1,6.0,7.0,9.0
OR10AG1,9.0,9.0,10.0
OR10C1,12.0,12.0,12.0
OR10D3,14.0,17.0,20.0
OR10D4P,6.0,5.0,4.0
OR10G2,6.0,6.0,7.0
OR10G3,11.0,11.0,23.0
OR10G4,5.0,5.0,13.0
OR10G6,6.0,7.0,9.0
OR10G7,2.0,2.0,4.0
OR10G8,6.0,5.0,10.0
OR10G9,2.0,2.0,2.0
OR10H1,3.0,5.0,8.0
OR10H2,13.0,10.0,14.0
OR10H3,5.0,4.0,4.0
OR10H4,3.0,2.0,3.0
OR10H5,13.0,14.0,18.0
OR10J1,11.0,11.0,25.0
OR10J3,22.0,16.0,16.0
OR10J4,7.0,9.0,13.0
OR10J5,17.0,13.0,14.0
OR10J6P,8.0,10.0,12.0
OR10K1,11.0,10.0,15.0
OR10K2,4.0,4.0,10.0
OR10P1,11.0,13.0,24.0
OR10Q1,3.0,2.0,7.0
OR10R2,13.0,12.0,14.0
OR10S1,5.0,7.0,7.0
OR10T2,14.0,12.0,26.0
OR10V1,,,2.0
OR10W1,,2.0,1.0
OR10X1,6.0,5.0,8.0
OR10Z1,5.0,7.0,11.0
OR11A1,4.0,5.0,5.0
OR11G2,3.0,3.0,9.0
OR11H1,1.0,2.0,7.0
OR11H12,9.0,11.0,12.0
OR11H4,21.0,21.0,18.0
OR11H6,6.0,4.0,14.0
OR11H7,5.0,5.0,7.0
OR11L1,9.0,15.0,17.0
OR12D1,8.0,10.0,9.0
OR12D2,7.0,5.0,7.0
OR12D3,12.0,14.0,18.0
OR13A1,18.0,17.0,18.0
OR13C2,1.0,,3.0
OR13C3,14.0,12.0,21.0
OR13C4,5.0,7.0,16.0
OR13C5,13.0,15.0,22.0
OR13C6P,3.0,3.0,6.0
OR13C7,10.0,14.0,17.0
OR13C8,19.0,23.0,20.0
OR13C9,17.0,13.0,16.0
OR13D1,2.0,2.0,3.0
OR13F1,17.0,18.0,17.0
OR13G1,12.0,17.0,15.0
OR13H1,3.0,5.0,8.0
OR13J1,25.0,25.0,33.0
OR14A16,11.0,11.0,16.0
OR14A2,9.0,9.0,16.0
OR14C36,16.0,15.0,22.0
OR14I1,,2.0,1.0
OR14J1,21.0,16.0,20.0
OR14K1,5.0,10.0,15.0
OR14L1,12.0,10.0,11.0
OR1A1,4.0,6.0,7.0
OR1A2,10.0,16.0,14.0
OR1B1,6.0,7.0,9.0
OR1C1,3.0,3.0,5.0
OR1D2,6.0,7.0,9.0
OR1D4,5.0,6.0,6.0
OR1D5,1.0,1.0,1.0
OR1E1,2.0,1.0,3.0
OR1E2,3.0,3.0,4.0
OR1E3,6.0,5.0,7.0
OR1F12P,5.0,7.0,15.0
OR1F2P,8.0,11.0,8.0
OR1G1,,1.0,1.0
OR1I1,12.0,5.0,16.0
OR1J1,7.0,7.0,10.0
OR1J2,6.0,5.0,5.0
OR1J4,4.0,2.0,5.0
OR1K1,3.0,,5.0
OR1L1,14.0,19.0,20.0
OR1L3,10.0,13.0,26.0
OR1L4,6.0,8.0,10.0
OR1L6,16.0,19.0,28.0
OR1L8,19.0,24.0,25.0
OR1M1,9.0,7.0,13.0
OR1N1,1.0,3.0,5.0
OR1N2,8.0,11.0,14.0
OR1P1,9.0,12.0,12.0
OR1Q1,8.0,12.0,20.0
OR1R1,3.0,4.0,11.0
OR1S1,3.0,4.0,6.0
OR1S2,1.0,4.0,9.0
OR2A1,15.0,19.0,24.0
OR2A12,10.0,11.0,17.0
OR2A14,15.0,13.0,21.0
OR2A2,15.0,18.0,20.0
OR2A25,13.0,16.0,16.0
OR2A4,22.0,23.0,30.0
OR2A5,13.0,13.0,20.0
OR2A7,2.0,1.0,6.0
OR2AE1,11.0,12.0,18.0
OR2AG1,4.0,5.0,9.0
OR2AG2,9.0,12.0,16.0
OR2AJ1,17.0,18.0,21.0
OR2AK2,13.0,15.0,26.0
OR2AP1,8.0,4.0,8.0
OR2AT4,6.0,2.0,6.0
OR2B11,9.0,11.0,13.0
OR2B2,16.0,15.0,25.0
OR2B3,16.0,26.0,23.0
OR2B6,10.0,8.0,16.0
OR2B8,11.0,11.0,10.0
OR2C1,6.0,5.0,11.0
OR2C3,11.0,12.0,17.0
OR2D2,3.0,5.0,8.0
OR2D3,19.0,23.0,23.0
OR2F1,5.0,10.0,10.0
OR2F2,4.0,5.0,10.0
OR2G2,11.0,12.0,13.0
OR2G3,12.0,13.0,17.0
OR2G6,14.0,13.0,18.0
OR2H1,,,3.0
OR2H2,11.0,14.0,12.0
OR2I1,11.0,10.0,10.0
OR2J1,9.0,8.0,9.0
OR2J2,13.0,12.0,10.0
OR2J3,7.0,6.0,7.0
OR2K2,4.0,5.0,9.0
OR2L13,29.0,32.0,34.0
OR2L2,20.0,12.0,19.0
OR2L3,17.0,14.0,21.0
OR2L5,15.0,16.0,24.0
OR2L8,4.0,5.0,6.0
OR2M2,17.0,16.0,17.0
OR2M3,9.0,7.0,10.0
OR2M4,10.0,6.0,12.0
OR2M5,6.0,9.0,13.0
OR2M7,1.0,1.0,1.0
OR2S2,13.0,11.0,14.0
OR2T1,12.0,11.0,17.0
OR2T10,10.0,13.0,10.0
OR2T11,9.0,7.0,10.0
OR2T12,15.0,13.0,19.0
OR2T2,9.0,10.0,15.0
OR2T27,,,1.0
OR2T29,5.0,4.0,5.0
OR2T33,8.0,7.0,13.0
OR2T34,8.0,8.0,9.0
OR2T4,3.0,6.0,4.0
OR2T5,11.0,9.0,9.0
OR2T6,18.0,20.0,27.0
OR2T7,26.0,30.0,30.0
OR2T8,15.0,15.0,16.0
OR2V1,6.0,8.0,11.0
OR2V2,11.0,12.0,16.0
OR2W1,11.0,9.0,11.0
OR2W3,10.0,7.0,9.0
OR2W5P,18.0,17.0,19.0
OR2W6P,,,5.0
OR2Y1,11.0,7.0,8.0
OR2Z1,9.0,11.0,14.0
OR3A1,13.0,18.0,21.0
OR3A2,3.0,3.0,8.0
OR3A3,12.0,13.0,13.0
OR3A4P,7.0,7.0,13.0
OR4A15,17.0,17.0,21.0
OR4A16,12.0,12.0,15.0
OR4A47,8.0,8.0,14.0
OR4A4P,1.0,1.0,5.0
OR4A5,8.0,10.0,8.0
OR4A8,11.0,15.0,21.0
OR4B1,6.0,5.0,10.0
OR4C11,13.0,12.0,17.0
OR4C12,10.0,8.0,12.0
OR4C13,7.0,7.0,12.0
OR4C15,9.0,5.0,8.0
OR4C16,9.0,10.0,14.0
OR4C3,9.0,10.0,8.0
OR4C45,3.0,3.0,4.0
OR4C46,7.0,6.0,10.0
OR4C5,13.0,15.0,22.0
OR4C6,10.0,10.0,13.0
OR4D1,5.0,5.0,9.0
OR4D10,12.0,13.0,18.0
OR4D11,12.0,14.0,13.0
OR4D2,13.0,13.0,14.0
OR4D5,13.0,15.0,15.0
OR4D6,13.0,14.0,24.0
OR4D9,5.0,5.0,13.0
OR4E1,6.0,4.0,13.0
OR4E2,13.0,15.0,19.0
OR4F15,3.0,3.0,7.0
OR4F17,7.0,7.0,8.0
OR4F21,4.0,5.0,5.0
OR4F6,10.0,14.0,19.0
OR4K1,3.0,5.0,5.0
OR4K13,13.0,17.0,25.0
OR4K14,15.0,10.0,11.0
OR4K15,11.0,7.0,14.0
OR4K17,4.0,4.0,9.0
OR4K2,4.0,4.0,6.0
OR4K3,1.0,,2.0
OR4K5,14.0,13.0,14.0
OR4L1,1.0,1.0,5.0
OR4M1,13.0,14.0,15.0
OR4M2,2.0,4.0,10.0
OR4M2B,1.0,2.0,1.0
OR4N2,9.0,10.0,17.0
OR4N4,10.0,12.0,15.0
OR4N4C,2.0,2.0,2.0
OR4N5,9.0,8.0,10.0
OR4P4,13.0,6.0,20.0
OR4Q2,9.0,8.0,12.0
OR4Q3,13.0,14.0,17.0
OR4S1,10.0,11.0,13.0
OR4S2,24.0,23.0,28.0
OR4X1,10.0,11.0,12.0
OR4X2,7.0,8.0,11.0
OR51A2,1.0,1.0,1.0
OR51A4,8.0,14.0,10.0
OR51A7,23.0,17.0,21.0
OR51B2,17.0,17.0,16.0
OR51B4,13.0,14.0,18.0
OR51B5,10.0,10.0,13.0
OR51B6,20.0,27.0,38.0
OR51C1,24.0,21.0,26.0
OR51D1,16.0,12.0,17.0
OR51E1,11.0,11.0,21.0
OR51E2,13.0,11.0,21.0
OR51F1,8.0,10.0,15.0
OR51F2,15.0,18.0,22.0
OR51G1,15.0,18.0,20.0
OR51G2,15.0,15.0,19.0
OR51H1,9.0,5.0,16.0
OR51I1,11.0,14.0,18.0
OR51I2,4.0,6.0,9.0
OR51J1,8.0,6.0,3.0
OR51L1,3.0,2.0,9.0
OR51M1,15.0,9.0,17.0
OR51Q1,16.0,22.0,24.0
OR51S1,3.0,4.0,9.0
OR51T1,9.0,8.0,8.0
OR51V1,10.0,12.0,15.0
OR52A1,11.0,12.0,18.0
OR52A4P,18.0,16.0,16.0
OR52A5,7.0,8.0,19.0
OR52B2,9.0,6.0,12.0
OR52B4,5.0,8.0,15.0
OR52B6,11.0,11.0,13.0
OR52D1,17.0,16.0,23.0
OR52E1,10.0,12.0,8.0
OR52E2,4.0,3.0,7.0
OR52E4,9.0,9.0,15.0
OR52E5,11.0,10.0,17.0
OR52E6,7.0,10.0,10.0
OR52E8,10.0,9.0,15.0
OR52H1,6.0,9.0,14.0
OR52I1,3.0,1.0,3.0
OR52I2,1.0,1.0,8.0
OR52J3,7.0,11.0,9.0
OR52K1,10.0,11.0,20.0
OR52K2,11.0,17.0,19.0
OR52L1,5.0,5.0,8.0
OR52L2P,16.0,14.0,17.0
OR52M1,11.0,13.0,12.0
OR52N1,10.0,8.0,16.0
OR52N2,9.0,8.0,23.0
OR52N4,10.0,14.0,18.0
OR52N5,13.0,9.0,13.0
OR52P1,11.0,14.0,21.0
OR52R1,21.0,24.0,29.0
OR52W1,9.0,11.0,17.0
OR52Z1P,12.0,14.0,14.0
OR56A1,8.0,8.0,16.0
OR56A3,11.0,10.0,17.0
OR56A4,7.0,5.0,10.0
OR56A5,15.0,17.0,24.0
OR56B1,18.0,15.0,25.0
OR56B2,14.0,18.0,22.0
OR56B4,19.0,17.0,20.0
OR5A1,7.0,10.0,12.0
OR5A2,8.0,16.0,13.0
OR5AC1,3.0,2.0,4.0
OR5AC2,5.0,5.0,7.0
OR5AK2,5.0,4.0,4.0
OR5AK3P,,1.0,2.0
OR5AL1,16.0,15.0,19.0
OR5AN1,6.0,5.0,6.0
OR5AP2,16.0,20.0,19.0
OR5AR1,6.0,9.0,11.0
OR5AS1,5.0,5.0,6.0
OR5AU1,21.0,21.0,27.0
OR5B12,6.0,5.0,8.0
OR5B17,17.0,21.0,22.0
OR5B2,5.0,6.0,9.0
OR5B21,6.0,7.0,7.0
OR5B3,8.0,6.0,11.0
OR5BS1,1.0,4.0,4.0
OR5C1,19.0,15.0,27.0
OR5D13,4.0,6.0,15.0
OR5D14,9.0,8.0,14.0
OR5D16,6.0,5.0,7.0
OR5D18,5.0,3.0,8.0
OR5D3,5.0,8.0,12.0
OR5F1,14.0,16.0,19.0
OR5G3,13.0,11.0,19.0
OR5H1,,,1.0
OR5H14,,,1.0
OR5H15,4.0,4.0,6.0
OR5H2,4.0,4.0,4.0
OR5H6,5.0,8.0,9.0
OR5H8,7.0,5.0,12.0
OR5I1,15.0,10.0,12.0
OR5J2,7.0,7.0,13.0
OR5K1,17.0,20.0,22.0
OR5K2,5.0,6.0,11.0
OR5K3,21.0,22.0,24.0
OR5K4,23.0,21.0,32.0
OR5L1,4.0,4.0,9.0
OR5L2,6.0,10.0,8.0
OR5M1,3.0,4.0,3.0
OR5M10,1.0,1.0,9.0
OR5M11,8.0,13.0,14.0
OR5M3,13.0,13.0,19.0
OR5M8,9.0,9.0,17.0
OR5M9,11.0,9.0,11.0
OR5P2,7.0,4.0,6.0
OR5P3,12.0,13.0,13.0
OR5T1,5.0,6.0,6.0
OR5T2,4.0,3.0,12.0
OR5T3,9.0,10.0,13.0
OR5V1,11.0,13.0,14.0
OR5W2,2.0,1.0,5.0
OR6A2,13.0,12.0,13.0
OR6B1,12.0,15.0,14.0
OR6B2,6.0,6.0,14.0
OR6B3,3.0,5.0,7.0
OR6C1,7.0,8.0,13.0
OR6C2,2.0,2.0,5.0
OR6C3,1.0,2.0,5.0
OR6C4,10.0,13.0,13.0
OR6C6,12.0,7.0,14.0
OR6C65,2.0,2.0,5.0
OR6C68,16.0,15.0,19.0
OR6C70,4.0,6.0,10.0
OR6C74,7.0,13.0,16.0
OR6C75,9.0,12.0,13.0
OR6C76,1.0,3.0,4.0
OR6F1,3.0,6.0,2.0
OR6J1,6.0,9.0,17.0
OR6K2,2.0,2.0,6.0
OR6K3,11.0,13.0,21.0
OR6K6,7.0,8.0,9.0
OR6M1,11.0,15.0,19.0
OR6N1,8.0,8.0,10.0
OR6N2,5.0,5.0,4.0
OR6P1,3.0,3.0,5.0
OR6Q1,13.0,11.0,18.0
OR6S1,5.0,6.0,14.0
OR6T1,10.0,14.0,12.0
OR6V1,5.0,3.0,6.0
OR6X1,3.0,5.0,5.0
OR6Y1,11.0,10.0,14.0
OR7A17,3.0,3.0,10.0
OR7A2P,3.0,2.0,6.0
OR7A5,3.0,5.0,5.0
OR7C1,5.0,6.0,5.0
OR7C2,5.0,7.0,8.0
OR7D2,4.0,5.0,6.0
OR7D4,15.0,12.0,17.0
OR7E24,4.0,10.0,4.0
OR7G1,4.0,7.0,11.0
OR7G2,5.0,6.0,7.0
OR7G3,6.0,6.0,8.0
OR8A1,11.0,14.0,15.0
OR8B12,4.0,5.0,9.0
OR8B2,3.0,5.0,9.0
OR8B3,6.0,9.0,9.0
OR8B4,1.0,1.0,4.0
OR8B8,1.0,3.0,5.0
OR8D1,5.0,8.0,7.0
OR8D2,3.0,2.0,6.0
OR8D4,11.0,13.0,22.0
OR8G1,13.0,12.0,19.0
OR8G2P,6.0,6.0,9.0
OR8G3,3.0,5.0,6.0
OR8G5,7.0,10.0,16.0
OR8H1,5.0,5.0,5.0
OR8H2,8.0,5.0,9.0
OR8H3,4.0,4.0,9.0
OR8I2,3.0,4.0,4.0
OR8J1,1.0,,7.0
OR8J2,6.0,7.0,9.0
OR8J3,6.0,5.0,17.0
OR8K1,6.0,6.0,12.0
OR8K3,10.0,14.0,20.0
OR8K5,15.0,18.0,22.0
OR8S1,10.0,12.0,17.0
OR8U3,10.0,12.0,17.0
OR8U8,6.0,5.0,7.0
OR8U9,4.0,4.0,3.0
OR9A1P,22.0,22.0,27.0
OR9A2,8.0,10.0,10.0
OR9A4,4.0,4.0,8.0
OR9G1,13.0,11.0,16.0
OR9G4,13.0,12.0,23.0
OR9G9,3.0,5.0,3.0
OR9H1,4.0,4.0,4.0
OR9I1,10.0,11.0,7.0
OR9K2,12.0,12.0,22.0
OR9Q1,,1.0,1.0
OR9Q2,5.0,8.0,10.0
ORAI1,11.0,12.0,18.0
ORAI2,5.0,5.0,8.0
ORAI3,15.0,17.0,21.0
ORC1,88.0,88.0,131.0
ORC2,39.0,47.0,67.0
ORC3,101.0,101.0,126.0
ORC4,53.0,56.0,82.0
ORC5,56.0,68.0,74.0
ORC6,16.0,21.0,37.0
ORM1,37.0,31.0,47.0
ORM2,20.0,17.0,18.0
ORMDL1,10.0,10.0,18.0
ORMDL2,19.0,18.0,31.0
ORMDL3,19.0,15.0,21.0
OS9,40.0,43.0,66.0
OSBP,80.0,80.0,114.0
OSBP2,103.0,91.0,135.0
OSBPL10,89.0,91.0,121.0
OSBPL11,96.0,91.0,134.0
OSBPL1A,105.0,98.0,136.0
OSBPL2,40.0,43.0,68.0
OSBPL3,79.0,84.0,129.0
OSBPL5,133.0,138.0,182.0
OSBPL6,115.0,107.0,142.0
OSBPL7,111.0,114.0,153.0
OSBPL8,133.0,148.0,170.0
OSBPL9,55.0,57.0,77.0
OSCAR,15.0,18.0,21.0
OSCP1,67.0,72.0,81.0
OSER1,33.0,31.0,44.0
OSGEP,44.0,48.0,50.0
OSGEPL1,33.0,35.0,67.0
OSGIN1,35.0,29.0,44.0
OSGIN2,48.0,52.0,67.0
OSM,25.0,19.0,37.0
OSMR,80.0,74.0,99.0
OSR1,13.0,12.0,16.0
OSR2,24.0,24.0,35.0
OSTC,8.0,7.0,11.0
OSTF1,25.0,21.0,31.0
OSTM1,25.0,22.0,34.0
OSTN,10.0,8.0,11.0
OTC,40.0,42.0,59.0
OTOA,99.0,94.0,129.0
OTOF,191.0,207.0,287.0
OTOG,180.0,180.0,266.0
OTOGL,181.0,191.0,234.0
OTOL1,30.0,41.0,54.0
OTOP1,27.0,32.0,43.0
OTOP2,15.0,18.0,26.0
OTOP3,20.0,27.0,34.0
OTOR,4.0,6.0,6.0
OTOS,1.0,1.0,1.0
OTP,23.0,22.0,29.0
OTUB1,35.0,35.0,53.0
OTUB2,19.0,24.0,40.0
OTUD1,43.0,52.0,52.0
OTUD3,43.0,45.0,58.0
OTUD4,97.0,106.0,142.0
OTUD5,68.0,59.0,79.0
OTUD6A,29.0,35.0,46.0
OTUD6B,42.0,32.0,55.0
OTUD7A,133.0,140.0,170.0
OTUD7B,99.0,97.0,123.0
OTULIN,29.0,41.0,41.0
OTULINL,21.0,23.0,33.0
OTX1,18.0,22.0,22.0
OTX2,13.0,16.0,25.0
OVCA2,17.0,11.0,19.0
OVCH1,113.0,102.0,191.0
OVCH2,36.0,43.0,55.0
OVGP1,61.0,77.0,103.0
OVOL1,12.0,13.0,23.0
OVOL2,27.0,28.0,42.0
OVOL3,32.0,32.0,38.0
OVOS1,72.0,70.0,106.0
OXA1L,25.0,31.0,32.0
OXCT1,43.0,53.0,60.0
OXCT2,33.0,37.0,42.0
OXER1,11.0,10.0,19.0
OXGR1,7.0,8.0,7.0
OXLD1,17.0,11.0,22.0
OXNAD1,51.0,54.0,68.0
OXR1,90.0,111.0,136.0
OXSM,21.0,25.0,47.0
OXSR1,45.0,41.0,58.0
OXT,7.0,7.0,9.0
OXTR,15.0,16.0,21.0
P12LL,68.0,71.0,117.0
P2RX1,38.0,44.0,55.0
P2RX2,26.0,27.0,44.0
P2RX3,62.0,71.0,80.0
P2RX4,21.0,24.0,31.0
P2RX5,31.0,41.0,51.0
P2RX6,46.0,45.0,57.0
P2RX7,87.0,89.0,113.0
P2RY1,27.0,19.0,25.0
P2RY10,18.0,19.0,31.0
P2RY11,24.0,32.0,40.0
P2RY12,11.0,14.0,17.0
P2RY13,19.0,19.0,24.0
P2RY14,16.0,15.0,24.0
P2RY2,25.0,28.0,42.0
P2RY4,12.0,13.0,16.0
P2RY6,14.0,14.0,16.0
P2RY8,11.0,12.0,21.0
P3H1,83.0,76.0,104.0
P3H2,56.0,49.0,69.0
P3H3,60.0,58.0,86.0
P3H4,66.0,62.0,73.0
P3R3URF,4.0,3.0,2.0
P4HA1,74.0,78.0,89.0
P4HA2,72.0,69.0,94.0
P4HA3,86.0,82.0,97.0
P4HB,73.0,87.0,107.0
P4HTM,38.0,31.0,47.0
PA2G4,49.0,48.0,72.0
PAAF1,49.0,46.0,60.0
PAAT,60.0,62.0,77.0
PABIR1,33.0,34.0,35.0
PABIR2,8.0,14.0,17.0
PABIR3,19.0,18.0,32.0
PABPC1,95.0,95.0,115.0
PABPC1L,66.0,66.0,94.0
PABPC1L2A,19.0,24.0,34.0
PABPC3,47.0,51.0,74.0
PABPC4,55.0,54.0,82.0
PABPC4L,36.0,39.0,63.0
PABPC5,47.0,56.0,66.0
PABPN1,17.0,23.0,31.0
PABPN1L,30.0,27.0,32.0
PACC1,28.0,31.0,32.0
PACRG,27.0,28.0,35.0
PACRGL,26.0,24.0,35.0
PACS1,94.0,104.0,131.0
PACS2,66.0,71.0,84.0
PACSIN1,53.0,54.0,72.0
PACSIN2,57.0,63.0,74.0
PACSIN3,43.0,45.0,62.0
PADI1,62.0,63.0,99.0
PADI2,46.0,58.0,59.0
PADI3,70.0,85.0,101.0
PADI4,38.0,28.0,51.0
PADI6,43.0,45.0,54.0
PAEP,23.0,18.0,26.0
PAF1,60.0,59.0,83.0
PAFAH1B1,42.0,42.0,60.0
PAFAH1B2,12.0,13.0,19.0
PAFAH1B3,29.0,27.0,35.0
PAFAH2,42.0,40.0,55.0
PAG1,32.0,39.0,51.0
PAGE1,13.0,11.0,14.0
PAGE2B,3.0,1.0,7.0
PAGE3,2.0,1.0,9.0
PAGE4,10.0,8.0,13.0
PAGE5,14.0,15.0,23.0
PAGR1,19.0,22.0,34.0
PAH,62.0,54.0,73.0
PAICS,59.0,54.0,68.0
PAIP1,50.0,41.0,52.0
PAIP2,7.0,6.0,6.0
PAIP2B,4.0,5.0,12.0
PAK1,44.0,47.0,65.0
PAK1IP1,58.0,53.0,66.0
PAK2,56.0,59.0,68.0
PAK3,60.0,60.0,96.0
PAK4,43.0,52.0,76.0
PAK5,80.0,76.0,105.0
PAK6,73.0,71.0,87.0
PAK6-AS1,13.0,13.0,21.0
PALB2,95.0,104.0,151.0
PALD1,94.0,86.0,149.0
PALLD,132.0,134.0,206.0
PALM,35.0,42.0,51.0
PALM2AKAP2,101.0,112.0,146.0
PALM3,70.0,69.0,98.0
PALMD,46.0,44.0,63.0
PALS1,56.0,52.0,72.0
PALS2,65.0,70.0,106.0
PAM,65.0,67.0,88.0
PAM16,18.0,23.0,27.0
PAMR1,85.0,80.0,92.0
PAN2,90.0,87.0,136.0
PAN3,81.0,96.0,99.0
PANK1,61.0,62.0,68.0
PANK2,64.0,67.0,86.0
PANK3,22.0,18.0,32.0
PANK4,136.0,137.0,162.0
PANO1,24.0,26.0,35.0
PANX1,29.0,24.0,38.0
PANX2,68.0,74.0,79.0
PANX3,23.0,28.0,33.0
PAOX,22.0,29.0,41.0
PAPLN,94.0,98.0,141.0
PAPOLA,96.0,99.0,134.0
PAPOLB,46.0,53.0,80.0
PAPOLG,81.0,70.0,134.0
PAPPA,99.0,112.0,149.0
PAPPA-AS1,6.0,5.0,7.0
PAPPA2,116.0,113.0,169.0
PAPSS1,63.0,51.0,99.0
PAPSS2,68.0,70.0,84.0
PAQR3,12.0,9.0,20.0
PAQR4,13.0,13.0,23.0
PAQR5,12.0,9.0,9.0
PAQR6,17.0,12.0,15.0
PAQR7,14.0,12.0,21.0
PAQR8,22.0,16.0,24.0
PAQR9,27.0,24.0,38.0
PARD3,172.0,189.0,246.0
PARD3B,195.0,205.0,250.0
PARD6A,26.0,34.0,40.0
PARD6B,26.0,29.0,34.0
PARD6G,25.0,27.0,36.0
PARG,129.0,132.0,180.0
PARK7,14.0,19.0,18.0
PARL,32.0,31.0,42.0
PARM1,7.0,9.0,10.0
PARN,82.0,85.0,101.0
PARP1,148.0,158.0,196.0
PARP10,55.0,60.0,80.0
PARP11,22.0,27.0,36.0
PARP12,60.0,71.0,95.0
PARP14,232.0,230.0,322.0
PARP15,53.0,58.0,72.0
PARP16,34.0,35.0,39.0
PARP2,54.0,51.0,63.0
PARP3,65.0,56.0,86.0
PARP4,183.0,183.0,250.0
PARP6,46.0,56.0,79.0
PARP8,62.0,62.0,82.0
PARP9,98.0,94.0,114.0
PARPBP,67.0,66.0,93.0
PARS2,36.0,41.0,48.0
PARVA,29.0,15.0,47.0
PARVB,53.0,44.0,62.0
PARVG,58.0,54.0,69.0
PASD1,56.0,50.0,66.0
PASK,78.0,84.0,124.0
PATE1,23.0,21.0,35.0
PATE2,13.0,12.0,16.0
PATE3,13.0,16.0,20.0
PATE4,8.0,6.0,11.0
PATJ,149.0,165.0,250.0
PATL1,67.0,79.0,98.0
PATL2,36.0,39.0,62.0
PATZ1,84.0,75.0,106.0
PAWR,21.0,21.0,29.0
PAX1,35.0,38.0,60.0
PAX2,10.0,14.0,22.0
PAX3,31.0,28.0,36.0
PAX4,22.0,21.0,34.0
PAX5,37.0,35.0,50.0
PAX6,45.0,44.0,54.0
PAX7,37.0,37.0,50.0
PAX8,21.0,22.0,34.0
PAX9,15.0,24.0,35.0
PAXBP1,87.0,86.0,113.0
PAXIP1,81.0,84.0,118.0
PAXX,18.0,26.0,31.0
PBDC1,32.0,28.0,38.0
PBK,27.0,28.0,35.0
PBLD,22.0,20.0,37.0
PBOV1,,,3.0
PBRM1,219.0,223.0,283.0
PBX1,27.0,22.0,42.0
PBX2,23.0,22.0,31.0
PBX3,15.0,15.0,20.0
PBX4,37.0,45.0,54.0
PBXIP1,67.0,74.0,100.0
PC,112.0,107.0,168.0
PCARE,173.0,166.0,198.0
PCBD1,18.0,14.0,21.0
PCBD2,22.0,29.0,31.0
PCBP1,18.0,23.0,38.0
PCBP2,25.0,28.0,36.0
PCBP3,29.0,30.0,42.0
PCBP4,23.0,28.0,29.0
PCCA,102.0,103.0,144.0
PCCB,50.0,55.0,82.0
PCDH1,74.0,83.0,107.0
PCDH10,64.0,61.0,90.0
PCDH11X,84.0,71.0,112.0
PCDH11Y,34.0,40.0,41.0
PCDH12,82.0,80.0,120.0
PCDH15,156.0,155.0,227.0
PCDH17,101.0,109.0,152.0
PCDH18,73.0,80.0,111.0
PCDH19,94.0,94.0,121.0
PCDH20,55.0,52.0,78.0
PCDH7,83.0,86.0,117.0
PCDH8,75.0,71.0,110.0
