Protein,CRC01-N,CRC01-T
SLC52A3,9.0,7.0
SLC5A1,41.0,45.0
SLC5A10,29.0,31.0
SLC5A11,21.0,23.0
SLC5A12,27.0,22.0
SLC5A2,20.0,17.0
SLC5A3,38.0,33.0
SLC5A4,28.0,28.0
SLC5A5,28.0,33.0
SLC5A6,32.0,35.0
SLC5A7,25.0,23.0
SLC5A8,10.0,13.0
SLC5A9,38.0,45.0
SLC60A1,13.0,15.0
SLC60A2,3.0,3.0
SLC61A1,18.0,21.0
SLC66A1,4.0,6.0
SLC66A1LP,1.0,2.0
SLC66A2,13.0,10.0
SLC66A3,5.0,10.0
SLC67A1,10.0,8.0
SLC67A1-AS,22.0,17.0
SLC67A2,25.0,27.0
SLC68A1,20.0,19.0
SLC6A1,16.0,17.0
SLC6A11,29.0,25.0
SLC6A12,26.0,31.0
SLC6A13,32.0,33.0
SLC6A14,49.0,42.0
SLC6A15,52.0,42.0
SLC6A16,22.0,28.0
SLC6A17,46.0,57.0
SLC6A18,31.0,26.0
SLC6A19,14.0,14.0
SLC6A2,19.0,28.0
SLC6A20,20.0,21.0
SLC6A3,28.0,34.0
SLC6A4,18.0,24.0
SLC6A5,36.0,37.0
SLC6A6,28.0,24.0
SLC6A7,29.0,27.0
SLC6A8,25.0,24.0
SLC6A9,30.0,33.0
SLC71A1,10.0,8.0
SLC71A2,19.0,27.0
SLC71A3P,3.0,4.0
SLC75A1,39.0,33.0
SLC7A1,11.0,10.0
SLC7A10,9.0,9.0
SLC7A11,29.0,31.0
SLC7A13,11.0,9.0
SLC7A14,37.0,34.0
SLC7A2,36.0,38.0
SLC7A3,9.0,12.0
SLC7A4,20.0,21.0
SLC7A5,10.0,7.0
SLC7A5P1,6.0,8.0
SLC7A5P2,1.0,2.0
SLC7A6,14.0,16.0
SLC7A6OS,13.0,10.0
SLC7A7,3.0,2.0
SLC7A8,17.0,21.0
SLC7A9,14.0,11.0
SLC8A1,56.0,60.0
SLC8A2,70.0,64.0
SLC8A3,52.0,52.0
SLC8B1,11.0,12.0
SLC9A1,72.0,61.0
SLC9A2,64.0,65.0
SLC9A3,59.0,55.0
SLC9A4,52.0,56.0
SLC9A5,56.0,44.0
SLC9A6,42.0,52.0
SLC9A7,38.0,40.0
SLC9A8,36.0,37.0
SLC9A9,41.0,39.0
SLC9B1,30.0,27.0
SLC9B1P1,2.0,3.0
SLC9B2,41.0,43.0
SLC9C1,93.0,98.0
SLC9C2,84.0,99.0
SLC9D1,49.0,47.0
SLCO1A2,25.0,32.0
SLCO1B1,61.0,65.0
SLCO1B3,42.0,37.0
SLCO1B3-SLCO1B7,43.0,44.0
SLCO1B7,3.0,2.0
SLCO1C1,37.0,43.0
SLCO2A1,37.0,43.0
SLCO2B1,41.0,43.0
SLCO3A1,23.0,17.0
SLCO4A1,23.0,25.0
SLCO4C1,41.0,43.0
SLCO5A1,39.0,51.0
SLCO6A1,52.0,64.0
SLF1,104.0,128.0
SLF2,126.0,146.0
SLFN11,66.0,64.0
SLFN12,75.0,76.0
SLFN12L,65.0,68.0
SLFN13,81.0,86.0
SLFN14,100.0,104.0
SLFN5,58.0,60.0
SLFNL1,22.0,23.0
SLIRP,20.0,23.0
SLIRP-OT1,3.0,4.0
SLIT1,104.0,105.0
SLIT2,133.0,131.0
SLIT3,145.0,165.0
SLITRK1,52.0,54.0
SLITRK2,72.0,79.0
SLITRK3,95.0,102.0
SLITRK4,75.0,79.0
SLITRK5,70.0,80.0
SLITRK6,84.0,87.0
SLK,133.0,144.0
SLMAP,142.0,155.0
SLPI,13.0,16.0
SLTM,93.0,96.0
SLU7,75.0,74.0
SLURP1,5.0,6.0
SLURP2,5.0,3.0
SLX1A,12.0,10.0
SLX4,157.0,136.0
SLX4IP,57.0,57.0
SLX9,30.0,22.0
SMAD1,19.0,23.0
SMAD2,20.0,16.0
SMAD3,32.0,41.0
SMAD4,34.0,36.0
SMAD5,19.0,18.0
SMAD5-AS1,14.0,9.0
SMAD6,44.0,48.0
SMAD7,55.0,58.0
SMAD9,37.0,44.0
SMAGP,5.0,3.0
SMAP,3.0,3.0
SMAP1,26.0,27.0
SMAP2,20.0,26.0
SMARCA1,102.0,107.0
SMARCA2,147.0,152.0
SMARCA4,141.0,134.0
SMARCA5,143.0,159.0
SMARCAD1,76.0,72.0
SMARCAL1,97.0,104.0
SMARCB1,37.0,43.0
SMARCC1,103.0,107.0
SMARCC2,132.0,126.0
SMARCD1,44.0,41.0
SMARCD2,57.0,54.0
SMARCD3,49.0,53.0
SMARCE1,49.0,50.0
SMC1A,173.0,181.0
SMC1B,158.0,164.0
SMC2,169.0,167.0
SMC3,182.0,193.0
SMC4,176.0,185.0
SMC5,125.0,134.0
SMC6,128.0,122.0
SMCHD1,261.0,291.0
SMCO1,29.0,39.0
SMCO2,34.0,43.0
SMCO3,28.0,27.0
SMCP,23.0,22.0
SMCR5,8.0,10.0
SMCR8,108.0,99.0
SMDT1,9.0,9.0
SMG1,367.0,375.0
SMG1L,20.0,20.0
SMG5,90.0,81.0
SMG6,132.0,150.0
SMG7,112.0,109.0
SMG8,102.0,109.0
SMG9,45.0,43.0
SMIM1,11.0,9.0
SMIM10,3.0,8.0
SMIM10L1,5.0,6.0
SMIM10L2A,4.0,3.0
SMIM10L3,6.0,9.0
SMIM11,8.0,7.0
SMIM12,12.0,10.0
SMIM14,6.0,6.0
SMIM15,3.0,3.0
SMIM17,9.0,9.0
SMIM19,8.0,7.0
SMIM2,17.0,14.0
SMIM20,6.0,6.0
SMIM21,15.0,18.0
SMIM22,6.0,7.0
SMIM23,14.0,11.0
SMIM24,8.0,7.0
SMIM26,21.0,24.0
SMIM28,7.0,4.0
SMIM3,3.0,4.0
SMIM32,8.0,9.0
SMIM33,6.0,8.0
SMIM34,6.0,9.0
SMIM35,1.0,1.0
SMIM36,10.0,14.0
SMIM38,1.0,
SMIM39,4.0,2.0
SMIM40,1.0,2.0
SMIM41,4.0,5.0
SMIM42,4.0,4.0
SMIM43,4.0,5.0
SMIM44,5.0,5.0
SMIM45,4.0,3.0
SMIM48,5.0,8.0
SMIM5,6.0,7.0
SMIM7,6.0,4.0
SMIM8,10.0,9.0
SMIM9,8.0,9.0
SMLR1,7.0,8.0
SMN1,15.0,17.0
SMNDC1,18.0,17.0
SMO,39.0,41.0
SMOC1,43.0,45.0
SMOC2,33.0,42.0
SMOX,51.0,48.0
SMPD1,44.0,38.0
SMPD2,30.0,35.0
SMPD3,50.0,50.0
SMPD4,93.0,102.0
SMPDL3A,25.0,28.0
SMPDL3B,26.0,25.0
SMPX,6.0,4.0
SMR3A,3.0,2.0
SMR3B,2.0,2.0
SMS,30.0,26.0
SMTN,93.0,90.0
SMTNL1,45.0,32.0
SMTNL2,32.0,28.0
SMU1,64.0,55.0
SMUG1,13.0,15.0
SMURF1,105.0,118.0
SMURF2,131.0,127.0
SMYD1,47.0,50.0
SMYD2,39.0,34.0
SMYD3,32.0,33.0
SMYD4,88.0,86.0
SMYD5,38.0,40.0
SNAI1,22.0,25.0
SNAI2,32.0,39.0
SNAI3,35.0,38.0
SNAP23,33.0,34.0
SNAP25,40.0,38.0
SNAP29,46.0,52.0
SNAP47,72.0,67.0
SNAP91,38.0,44.0
SNAPC1,54.0,51.0
SNAPC2,17.0,14.0
SNAPC3,54.0,55.0
SNAPC4,150.0,151.0
SNAPC5,10.0,11.0
SNAPIN,30.0,25.0
SNCA,13.0,11.0
SNCAIP,85.0,87.0
SNCB,15.0,16.0
SNCG,19.0,19.0
SND1,134.0,135.0
SND1-IT1,5.0,4.0
SNED1,115.0,121.0
SNF8,23.0,22.0
SNG2L,4.0,5.0
SNHG12,2.0,1.0
SNHG28,16.0,15.0
SNIP1,46.0,38.0
SNN,7.0,6.0
SNPH,45.0,45.0
SNRK,73.0,90.0
SNRNP200,296.0,318.0
SNRNP25,11.0,9.0
SNRNP27,11.0,10.0
SNRNP35,33.0,24.0
SNRNP40,29.0,36.0
SNRNP48,42.0,34.0
SNRNP70,29.0,37.0
SNRPA,21.0,24.0
SNRPA1,21.0,17.0
SNRPB,31.0,23.0
SNRPB2,30.0,27.0
SNRPC,6.0,5.0
SNRPD1,13.0,14.0
SNRPD2,13.0,14.0
SNRPD3,19.0,24.0
SNRPE,13.0,12.0
SNRPF,10.0,10.0
SNRPG,7.0,8.0
SNRPGP15,1.0,2.0
SNRPN,11.0,16.0
SNTA1,41.0,40.0
SNTB1,55.0,66.0
SNTB2,57.0,60.0
SNTG1,31.0,33.0
SNTG2,52.0,59.0
SNTN,18.0,18.0
SNU13,21.0,25.0
SNUPN,36.0,33.0
SNURF,17.0,15.0
SNURFL,24.0,26.0
SNW1,33.0,42.0
SNX1,68.0,78.0
SNX10,17.0,22.0
SNX11,29.0,29.0
SNX12,21.0,26.0
SNX13,104.0,108.0
SNX14,104.0,123.0
SNX15,50.0,46.0
SNX16,34.0,36.0
SNX17,31.0,41.0
SNX18,43.0,41.0
SNX19,71.0,67.0
SNX2,80.0,73.0
SNX20,62.0,62.0
SNX21,41.0,37.0
SNX22,21.0,23.0
SNX24,19.0,20.0
SNX25,101.0,101.0
SNX27,56.0,62.0
SNX29,79.0,83.0
SNX29P2,17.0,16.0
SNX3,21.0,21.0
SNX30,69.0,70.0
SNX31,58.0,59.0
SNX32,52.0,51.0
SNX33,45.0,45.0
SNX4,80.0,91.0
SNX5,63.0,62.0
SNX6,60.0,69.0
SNX7,50.0,61.0
SNX8,60.0,69.0
SNX9,48.0,49.0
SOAT1,49.0,45.0
SOAT2,40.0,37.0
SOBP,58.0,64.0
SOCS1,37.0,51.0
SOCS2,31.0,27.0
SOCS3,34.0,47.0
SOCS4,38.0,39.0
SOCS5,57.0,63.0
SOCS6,44.0,38.0
SOCS7,53.0,51.0
SOD1,11.0,7.0
SOD2,24.0,27.0
SOD3,10.0,12.0
SOHLH1,25.0,26.0
SOHLH2,39.0,47.0
SON,174.0,183.0
SORBS1,122.0,127.0
SORBS2,120.0,118.0
SORBS3,105.0,105.0
SORCS1,85.0,88.0
SORCS2,81.0,92.0
SORCS3,73.0,75.0
SORD,37.0,36.0
SORL1,254.0,275.0
SORT1,53.0,51.0
SOS1,171.0,192.0
SOS2,134.0,140.0
SOST,22.0,29.0
SOSTDC1,18.0,18.0
SOWAHA,42.0,45.0
SOWAHB,101.0,97.0
SOWAHC,58.0,59.0
SOWAHD,44.0,46.0
SOX1,11.0,9.0
SOX10,7.0,11.0
SOX11,20.0,17.0
SOX12,23.0,25.0
SOX13,65.0,78.0
SOX14,9.0,13.0
SOX15,20.0,22.0
SOX17,21.0,19.0
SOX18,23.0,31.0
SOX2,13.0,16.0
SOX21,9.0,9.0
SOX3,17.0,18.0
SOX30,60.0,71.0
SOX4,15.0,15.0
SOX5,98.0,95.0
SOX6,83.0,86.0
SOX7,14.0,13.0
SOX8,21.0,14.0
SOX9,31.0,33.0
SP1,32.0,28.0
SP100,71.0,75.0
SP110,90.0,86.0
SP140,81.0,83.0
SP140L,42.0,48.0
SP2,16.0,22.0
SP3,23.0,25.0
SP4,22.0,30.0
SP5,17.0,17.0
SP6,29.0,41.0
SP7,43.0,48.0
SP8,12.0,13.0
SP9,19.0,20.0
SPA17,31.0,28.0
SPAAR,7.0,7.0
SPACA1,20.0,16.0
SPACA3,17.0,15.0
SPACA4,5.0,5.0
SPACA5,17.0,17.0
SPACA6,29.0,35.0
SPACA7,2.0,2.0
SPACA9,27.0,27.0
SPACDR,26.0,29.0
SPADH,3.0,8.0
SPAG1,130.0,143.0
SPAG11A,12.0,16.0
SPAG11B,22.0,17.0
SPAG16,50.0,51.0
SPAG17,207.0,214.0
SPAG4,63.0,59.0
SPAG5,120.0,124.0
SPAG6,32.0,30.0
SPAG7,41.0,40.0
SPAG8,48.0,46.0
SPAG9,147.0,149.0
SPAM1,32.0,34.0
SPANXA1,,2.0
SPANXA2-OT1,19.0,21.0
SPANXB1,6.0,8.0
SPANXD,4.0,3.0
SPANXN1,10.0,11.0
SPANXN2,21.0,19.0
SPANXN3,11.0,15.0
SPANXN4,12.0,12.0
SPANXN5,16.0,15.0
SPARC,20.0,24.0
SPARCL1,82.0,83.0
SPART,74.0,80.0
SPART-AS1,5.0,6.0
SPAST,62.0,69.0
SPATA1,51.0,50.0
SPATA12,10.0,15.0
SPATA13,72.0,71.0
SPATA16,47.0,57.0
SPATA17,45.0,61.0
SPATA18,45.0,47.0
SPATA19,16.0,15.0
SPATA2,65.0,68.0
SPATA20,90.0,91.0
SPATA21,47.0,44.0
SPATA22,41.0,38.0
SPATA24,36.0,38.0
SPATA25,13.0,13.0
SPATA2L,47.0,51.0
SPATA3,20.0,19.0
SPATA31A1,130.0,135.0
SPATA31A3,9.0,11.0
SPATA31A5,1.0,2.0
SPATA31A6,26.0,24.0
SPATA31A7,29.0,31.0
SPATA31C1,147.0,141.0
SPATA31C2,32.0,35.0
SPATA31D1,113.0,134.0
SPATA31D3,56.0,67.0
SPATA31D4,2.0,5.0
SPATA31E1,108.0,107.0
SPATA31F1,68.0,75.0
SPATA31F2P,7.0,5.0
SPATA31F3,28.0,29.0
SPATA31G1,91.0,100.0
SPATA31H1,192.0,201.0
SPATA31J1,28.0,34.0
SPATA32,22.0,27.0
SPATA33,26.0,29.0
SPATA4,43.0,43.0
SPATA45,12.0,15.0
SPATA46,14.0,20.0
SPATA6,61.0,74.0
SPATA6L,33.0,39.0
SPATA7,60.0,63.0
SPATA8,11.0,8.0
SPATA9,29.0,33.0
SPATC1,37.0,35.0
SPATC1L,42.0,48.0
SPATS1,54.0,50.0
SPATS2,60.0,60.0
SPATS2L,79.0,82.0
SPC24,20.0,24.0
SPC25,35.0,42.0
SPCS1,5.0,6.0
SPCS2,19.0,18.0
SPCS3,8.0,6.0
SPDEF,21.0,19.0
SPDL1,77.0,80.0
SPDL3,12.0,11.0
SPDYA,35.0,30.0
SPDYC,28.0,34.0
SPDYE1,23.0,20.0
SPDYE12,9.0,9.0
SPDYE13,28.0,25.0
SPDYE16,1.0,1.0
SPDYE21,23.0,24.0
SPDYE2B,11.0,11.0
SPDYE3,10.0,14.0
SPDYE4,30.0,30.0
SPDYE5,11.0,13.0
SPDYE6,2.0,3.0
SPDYE7P,6.0,5.0
SPECC1,144.0,137.0
SPECC1L,135.0,128.0
SPEF1,15.0,14.0
SPEF2,182.0,198.0
SPEG,346.0,367.0
SPEGNB,20.0,23.0
SPEM1,26.0,27.0
SPEM2,22.0,30.0
SPEM3,120.0,117.0
SPEN,461.0,463.0
SPESP1,24.0,21.0
SPG11,260.0,284.0
SPG21,44.0,49.0
SPG7,73.0,72.0
SPHK1,14.0,15.0
SPHK2,49.0,62.0
SPHKAP,166.0,164.0
SPI1,14.0,17.0
SPIB,9.0,9.0
SPIC,17.0,19.0
SPICE1,90.0,93.0
SPIDR,77.0,76.0
SPIN1,34.0,26.0
SPIN2A,2.0,5.0
SPIN2B,35.0,38.0
SPIN3,32.0,31.0
SPIN4,14.0,17.0
SPINDOC,28.0,27.0
SPINK1,4.0,4.0
SPINK13,1.0,
SPINK2,7.0,7.0
SPINK4,1.0,
SPINK5,136.0,135.0
SPINK6,6.0,3.0
SPINK7,12.0,7.0
SPINK8,10.0,8.0
SPINK9,10.0,12.0
SPINT1,58.0,58.0
SPINT2,30.0,32.0
SPINT3,9.0,11.0
SPINT4,15.0,17.0
SPIRE1,47.0,50.0
SPIRE2,52.0,54.0
SPMAP1,14.0,23.0
SPMAP2,59.0,58.0
SPMAP2L,61.0,71.0
SPMIP1,14.0,13.0
SPMIP10,14.0,16.0
SPMIP11,25.0,23.0
SPMIP2,41.0,45.0
SPMIP3,11.0,12.0
SPMIP4,93.0,84.0
SPMIP5,39.0,34.0
SPMIP6,55.0,58.0
SPMIP7,52.0,56.0
SPMIP8,47.0,51.0
SPMIP9,20.0,30.0
SPN,14.0,15.0
SPNS1,22.0,20.0
SPNS2,14.0,21.0
SPNS3,15.0,11.0
SPO11,40.0,42.0
SPO16,13.0,17.0
SPOCD1,87.0,95.0
SPOCK1,62.0,62.0
SPOCK2,32.0,33.0
SPOCK3,63.0,53.0
SPON1,67.0,67.0
SPON2,23.0,27.0
SPOP,54.0,50.0
SPOPL,36.0,37.0
SPOUT1,34.0,32.0
SPP1,29.0,35.0
SPP2,11.0,8.0
SPPL2A,21.0,21.0
SPPL2B,41.0,49.0
SPPL2C,37.0,36.0
SPPL3,17.0,24.0
SPR,30.0,24.0
SPRED1,46.0,51.0
SPRED2,36.0,43.0
SPRED3,35.0,35.0
SPRING1,32.0,31.0
SPRN,5.0,6.0
SPRR1A,7.0,10.0
SPRR1B,7.0,9.0
SPRR2A,28.0,25.0
SPRR2D,3.0,5.0
SPRR2E,3.0,2.0
SPRR2F,11.0,12.0
SPRR2G,2.0,
SPRR3,23.0,21.0
SPRR4,16.0,15.0
SPRR5,8.0,4.0
SPRTN,71.0,68.0
SPRY1,33.0,34.0
SPRY2,33.0,35.0
SPRY3,17.0,19.0
SPRY4,23.0,22.0
SPRYD3,40.0,39.0
SPRYD4,42.0,40.0
SPRYD7,26.0,24.0
SPSB1,31.0,30.0
SPSB2,22.0,26.0
SPSB3,37.0,40.0
SPSB4,19.0,24.0
SPTA1,303.0,326.0
SPTAN1,405.0,442.0
SPTB,313.0,313.0
SPTBN1,310.0,296.0
SPTBN2,297.0,324.0
SPTBN4,324.0,318.0
SPTBN5,453.0,449.0
SPTLC1,34.0,40.0
SPTLC2,59.0,71.0
SPTLC3,37.0,36.0
SPTSSB,5.0,5.0
SPTY2D1,88.0,89.0
SPX,11.0,8.0
SPZ1,45.0,50.0
SQLE,50.0,51.0
SQOR,74.0,69.0
SQSTM1,32.0,35.0
SRA1,31.0,33.0
SRARP,15.0,15.0
SRBD1,146.0,149.0
SRC,40.0,39.0
SRCAP,224.0,218.0
SRCIN1,174.0,171.0
SRD5A1,15.0,12.0
SRD5A2,6.0,8.0
SRD5A3,8.0,8.0
SREBF1,50.0,59.0
SREBF2,91.0,92.0
SREK1,27.0,27.0
SREK1IP1,13.0,15.0
SRF,11.0,14.0
SRFBP1,75.0,63.0
SRGAP1,118.0,138.0
SRGAP2,143.0,148.0
SRGAP2B,4.0,4.0
SRGAP2C,9.0,12.0
SRGAP3,167.0,194.0
SRGN,3.0,4.0
SRI,25.0,23.0
SRL,50.0,56.0
SRM,21.0,24.0
SRMS,49.0,55.0
SRP14,11.0,13.0
SRP19,21.0,20.0
SRP54,64.0,70.0
SRP68,74.0,76.0
SRP72,83.0,83.0
SRP9,13.0,12.0
SRPK1,78.0,70.0
SRPK2,90.0,95.0
SRPK3,73.0,58.0
SRPRA,64.0,77.0
SRPRB,46.0,41.0
SRPX,69.0,71.0
SRPX2,54.0,46.0
SRR,22.0,19.0
SRRD,29.0,28.0
SRRM1,53.0,54.0
SRRM2,175.0,180.0
SRRM3,25.0,27.0
SRRM4,29.0,30.0
SRRM5,26.0,32.0
SRRT,70.0,86.0
SRSF1,31.0,26.0
SRSF10,17.0,17.0
SRSF11,24.0,28.0
SRSF12,11.0,17.0
SRSF2,14.0,18.0
SRSF3,15.0,17.0
SRSF4,36.0,40.0
SRSF5,16.0,16.0
SRSF6,25.0,30.0
SRSF7,18.0,20.0
SRSF8,23.0,30.0
SRSF9,35.0,39.0
SRSP,10.0,11.0
SRXN1,26.0,29.0
SRY,30.0,31.0
SS18,6.0,7.0
SS18L1,13.0,14.0
SS18L2,19.0,26.0
SSB,99.0,85.0
SSBP1,26.0,23.0
SSBP2,6.0,9.0
SSBP3,20.0,23.0
SSBP3-AS1,14.0,15.0
SSBP4,11.0,11.0
SSC4D,46.0,51.0
SSC5D,80.0,80.0
SSH1,108.0,120.0
SSH2,128.0,130.0
SSH3,64.0,72.0
SSMEM1,19.0,22.0
SSNA1,16.0,19.0
SSPN,16.0,19.0
SSPOP,247.0,251.0
SSR1,5.0,5.0
SSR2,2.0,3.0
SSR3,5.0,2.0
SSR4,12.0,9.0
SSRP1,77.0,73.0
SST,5.0,7.0
SSTR1,7.0,7.0
SSTR2,14.0,18.0
SSTR3,18.0,16.0
SSTR4,6.0,5.0
SSTR5,15.0,16.0
SSU72,29.0,26.0
SSU72L2,22.0,24.0
SSU72L3,6.0,7.0
SSU72L6,12.0,17.0
SSUH2,54.0,45.0
SSX1,26.0,27.0
SSX2,11.0,11.0
SSX2IP,63.0,68.0
SSX3,17.0,21.0
SSX4,20.0,19.0
SSX5,28.0,21.0
SSX6P,13.0,9.0
SSX7,11.0,10.0
SSX8P,24.0,23.0
SSX9P,12.0,13.0
ST13,18.0,14.0
ST13P4,13.0,14.0
ST13P5,14.0,15.0
ST14,88.0,94.0
ST18,155.0,147.0
ST20,10.0,9.0
ST20-AS1,13.0,14.0
ST3GAL1,40.0,34.0
ST3GAL2,19.0,29.0
ST3GAL3,46.0,43.0
ST3GAL4,54.0,58.0
ST3GAL5,50.0,52.0
ST3GAL6,59.0,66.0
ST6GAL1,41.0,35.0
ST6GAL2,69.0,79.0
ST6GALNAC1,56.0,62.0
ST6GALNAC2,33.0,30.0
ST6GALNAC3,30.0,34.0
ST6GALNAC4,21.0,20.0
ST6GALNAC5,30.0,28.0
ST6GALNAC6,25.0,27.0
ST7,70.0,64.0
ST7L,27.0,33.0
ST8SIA1,30.0,30.0
ST8SIA2,42.0,44.0
ST8SIA3,48.0,49.0
ST8SIA4,49.0,46.0
ST8SIA5,46.0,44.0
ST8SIA6,55.0,54.0
STAB1,211.0,215.0
STAB2,161.0,172.0
STAC,28.0,28.0
STAC2,83.0,72.0
STAC3,56.0,54.0
STAG1,78.0,86.0
STAG2,96.0,107.0
STAG3,75.0,75.0
STAG3L1,16.0,14.0
STAG3L3,7.0,10.0
STAG3L4,14.0,14.0
STAM,19.0,25.0
STAM2,42.0,42.0
STAMBP,38.0,44.0
STAMBPL1,51.0,44.0
STAP1,34.0,37.0
STAP2,41.0,47.0
STAR,46.0,50.0
STARD10,35.0,44.0
STARD13,107.0,105.0
STARD3,36.0,45.0
STARD3NL,16.0,15.0
STARD4,25.0,33.0
STARD5,19.0,18.0
STARD6,28.0,28.0
STARD7,57.0,59.0
STARD8,75.0,80.0
STARD9,431.0,444.0
STAT1,89.0,91.0
STAT2,79.0,82.0
STAT3,79.0,83.0
STAT4,73.0,77.0
STAT5A,86.0,81.0
STAT5B,24.0,21.0
STAT6,57.0,63.0
STATH,1.0,1.0
STAU1,76.0,76.0
STAU2,78.0,78.0
STBD1,47.0,40.0
STC1,16.0,17.0
STC2,14.0,19.0
STEAP1,15.0,20.0
STEAP1B,1.0,2.0
STEAP2,38.0,45.0
STEAP3,47.0,42.0
STEAP4,34.0,48.0
STEEP1,19.0,17.0
STH,3.0,3.0
STIL,91.0,84.0
STIM1,73.0,84.0
STIM2,83.0,89.0
STIMATE,9.0,13.0
STING1,25.0,24.0
STIP1,73.0,73.0
STK10,88.0,95.0
STK11,24.0,21.0
STK11IP,92.0,94.0
STK16,36.0,41.0
STK17A,18.0,15.0
STK17B,17.0,19.0
STK24,53.0,58.0
STK25,49.0,43.0
STK26,44.0,48.0
STK3,62.0,63.0
STK31,103.0,102.0
STK32A,26.0,26.0
STK32B,36.0,41.0
STK32C,37.0,38.0
STK33,61.0,61.0
STK35,64.0,73.0
STK36,88.0,89.0
STK38,68.0,72.0
STK38L,65.0,71.0
STK39,28.0,25.0
STK4,60.0,58.0
STK40,53.0,47.0
STKLD1,52.0,58.0
STMN1,26.0,27.0
STMN2,37.0,39.0
STMN3,21.0,20.0
STMN4,26.0,24.0
STMND1,47.0,40.0
STN1,53.0,56.0
STOM,26.0,24.0
STOML1,21.0,25.0
STOML2,33.0,38.0
STOML3,24.0,23.0
STON1,94.0,94.0
STON2,73.0,75.0
STOX1,81.0,79.0
STOX2,101.0,104.0
STPG1,36.0,41.0
STPG2,89.0,85.0
STPG3,31.0,27.0
STPG4,24.0,21.0
STRA6,36.0,43.0
STRA8,23.0,23.0
STRADA,41.0,45.0
STRADB,28.0,27.0
STRAP,53.0,47.0
STRBP,80.0,71.0
STRC,105.0,91.0
STRCP1,1.0,3.0
STRIP1,82.0,72.0
STRIP2,94.0,93.0
STRN,59.0,60.0
STRN3,69.0,74.0
STRN4,46.0,37.0
STS,45.0,47.0
STT3A,68.0,63.0
STT3B,46.0,43.0
STUB1,49.0,48.0
STUM,14.0,14.0
STX10,25.0,28.0
STX11,35.0,32.0
STX12,34.0,34.0
STX16,18.0,21.0
STX17,7.0,4.0
STX18,26.0,30.0
STX19,31.0,28.0
STX1A,31.0,34.0
STX1B,32.0,40.0
STX2,27.0,28.0
STX3,27.0,23.0
STX4,49.0,46.0
STX5,47.0,56.0
STX6,32.0,36.0
STX7,25.0,23.0
STX8,28.0,23.0
STXBP1,75.0,69.0
STXBP2,63.0,64.0
STXBP3,65.0,71.0
STXBP4,75.0,87.0
STXBP5,99.0,102.0
STXBP5L,72.0,80.0
STXBP6,25.0,34.0
STYK1,48.0,44.0
STYX,33.0,35.0
STYXL1,39.0,38.0
STYXL2,82.0,92.0
SUB1,24.0,26.0
SUCLA2,40.0,48.0
SUCLG1,21.0,23.0
SUCLG2,60.0,59.0
SUCNR1,26.0,25.0
SUCO,110.0,120.0
SUDS3,39.0,35.0
SUFU,36.0,46.0
SUGCT,26.0,26.0
SUGP1,88.0,89.0
SUGP2,94.0,100.0
SUGT1,63.0,72.0
SULF1,68.0,73.0
SULF2,70.0,74.0
SULT1A1,29.0,37.0
SULT1A2,24.0,31.0
SULT1A3,59.0,57.0
SULT1B1,51.0,53.0
SULT1C2,37.0,42.0
SULT1C3,42.0,36.0
SULT1C4,43.0,46.0
SULT1E1,59.0,56.0
SULT2A1,47.0,41.0
SULT2B1,43.0,47.0
SULT4A1,46.0,47.0
SULT6B1,48.0,39.0
SUMF1,19.0,22.0
SUMF2,38.0,39.0
SUMO1,12.0,12.0
SUMO1P1,5.0,8.0
SUMO2,7.0,6.0
SUMO3,9.0,7.0
SUMO4,7.0,7.0
SUN1,82.0,79.0
SUN2,59.0,70.0
SUN3,32.0,35.0
SUN5,49.0,48.0
SUOX,34.0,37.0
SUPT16H,116.0,108.0
SUPT20H,51.0,53.0
SUPT20HL1,39.0,44.0
SUPT20HL2,66.0,78.0
SUPT3H,22.0,23.0
SUPT4H1,6.0,7.0
SUPT5H,104.0,104.0
SUPT6H,205.0,218.0
SUPT7L,36.0,31.0
SUPV3L1,93.0,85.0
SURF1,24.0,32.0
SURF2,23.0,22.0
SURF4,12.0,12.0
SURF6,27.0,24.0
SUSD1,56.0,62.0
SUSD2,28.0,32.0
SUSD3,19.0,21.0
SUSD4,19.0,21.0
SUSD5,61.0,62.0
SUSD6,14.0,10.0
SUV39H1,53.0,46.0
SUV39H2,41.0,46.0
SUZ12,75.0,77.0
SV2A,54.0,53.0
SV2B,31.0,31.0
SV2C,23.0,27.0
SVBP,2.0,1.0
SVEP1,250.0,258.0
SVIL,289.0,289.0
SVIP,5.0,8.0
SVOP,21.0,27.0
SVOPL,14.0,21.0
SWAP70,95.0,106.0
SWI5,14.0,15.0
SWSAP1,14.0,16.0
SWT1,93.0,96.0
SYAP1,32.0,36.0
SYBU,46.0,47.0
SYCE1,69.0,65.0
SYCE1L,48.0,50.0
SYCE2,27.0,32.0
SYCE3,24.0,23.0
SYCN,3.0,4.0
SYCP1,169.0,176.0
SYCP2,178.0,187.0
SYCP2L,95.0,91.0
SYCP3,34.0,38.0
SYDE1,80.0,82.0
SYDE2,134.0,149.0
SYF2,18.0,23.0
SYK,77.0,86.0
SYMPK,112.0,109.0
SYN1,67.0,63.0
SYN2,33.0,39.0
SYN3,70.0,68.0
SYNC,71.0,72.0
SYNCRIP,48.0,48.0
SYNDIG1,24.0,27.0
SYNDIG1L,9.0,10.0
